dataset_name,dataset_path,target_col,n_samples,n_features,correlation_mean,imbalance_ratio,intrinsic_dimension,feature_redundancy,baseline_linear_accuracy,separability,baseline_acc_std,layer_combo,ansatz_type,feature_map,optimizer_type,n_qubits,n_layers,n_params,max_epochs,epochs_run,val_accuracy,val_auc,train_time_sec,stability
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,z,rmsprop,8,4,96,40,28,0.6228070175438597,0.5014739600393057,674.4321551322937,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,zz,adam,8,4,96,40,18,0.6228070175438597,0.472649852603996,447.1520161628723,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,zz,rmsprop,8,4,96,40,7,0.6228070175438597,0.472649852603996,178.133563041687,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,pauli,adam,8,4,96,40,40,0.8947368421052632,0.9374385849983624,994.151505947113,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,strong_entangling,strongly_entangling,pauli,rmsprop,8,4,96,40,40,0.8947368421052632,0.9407140517523748,971.7700464725494,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,z,adam,8,4,96,40,10,0.6228070175438597,0.5014739600393057,160.24112677574158,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,z,rmsprop,8,4,96,40,19,0.6228070175438597,0.5014739600393057,311.39304757118225,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,zz,adam,8,4,96,40,16,0.6228070175438597,0.472649852603996,278.480494260788,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,zz,rmsprop,8,4,96,40,10,0.6228070175438597,0.472649852603996,169.43712759017944,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,pauli,adam,8,4,96,40,40,0.868421052631579,0.9433344251555846,672.42915391922,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,hardware_efficient,pauli,rmsprop,8,4,96,40,39,0.8596491228070176,0.9394038650507696,661.1264235973358,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,z,adam,8,4,96,40,17,0.6228070175438597,0.5014739600393057,404.3899035453797,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,z,rmsprop,8,4,96,40,16,0.6228070175438597,0.5014739600393057,379.5415391921997,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,zz,adam,8,4,96,40,18,0.6228070175438597,0.472649852603996,446.1409342288971,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,zz,rmsprop,8,4,96,40,7,0.6228070175438597,0.472649852603996,173.4993917942047,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,pauli,adam,8,4,96,40,40,0.8947368421052632,0.9361283982967572,1006.3472604751588,0.0
001_experiments_encoded_data,data/encoded_data.csv,diagnosis,569.0,31.0,0.3732471077528048,1.6839622641509433,11.0,0.6451612903225806,0.9771682727946628,0.9771682727946628,0.0087472201630837,hybrid,strongly_entangling,pauli,rmsprop,8,4,96,40,40,0.8596491228070176,0.9377661316737635,1008.4643988609314,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,z,adam,8,2,48,40,30,0.5121951219512195,0.4572380952380953,572.575742483139,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,z,rmsprop,8,2,48,40,15,0.5121951219512195,0.4572380952380953,285.57509183883667,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,zz,adam,8,2,48,40,28,0.5121951219512195,0.3866666666666666,601.6860456466675,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,zz,rmsprop,8,2,48,40,21,0.5121951219512195,0.3866666666666666,450.2750470638275,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,pauli,adam,8,2,48,40,31,0.751219512195122,0.7987619047619048,628.3214766979218,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,hardware_efficient,pauli,rmsprop,8,2,48,40,28,0.7609756097560976,0.8125714285714286,567.5491461753845,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,z,adam,8,2,48,40,25,0.5121951219512195,0.4572380952380953,675.6312048435211,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,z,rmsprop,8,2,48,40,14,0.5121951219512195,0.4572380952380953,376.97611236572266,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,zz,adam,8,2,48,40,13,0.5121951219512195,0.3866666666666666,382.02369236946106,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,zz,rmsprop,8,2,48,40,18,0.5121951219512195,0.3866666666666666,528.9621820449829,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,pauli,adam,8,2,48,40,18,0.6,0.6778095238095239,507.4621195793152,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,shallow,strongly_entangling,pauli,rmsprop,8,2,48,40,18,0.5853658536585366,0.6602857142857143,508.34875440597534,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,z,adam,8,6,144,40,19,0.5121951219512195,0.4572380952380953,1065.1316633224487,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,z,rmsprop,8,6,144,40,7,0.5121951219512195,0.4572380952380953,393.5642378330231,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,zz,adam,8,6,144,40,18,0.5121951219512195,0.3866666666666666,1056.6775965690613,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,zz,rmsprop,8,6,144,40,15,0.5121951219512195,0.3866666666666666,898.1491363048553,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,pauli,adam,8,6,144,40,40,0.7951219512195122,0.8495238095238096,2290.4052662849426,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,hardware_efficient,pauli,rmsprop,8,6,144,40,40,0.7219512195121951,0.8327619047619048,2291.881756067276,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,z,adam,8,6,144,40,10,0.5121951219512195,0.4572380952380953,827.2232148647308,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,z,rmsprop,8,6,144,40,10,0.5121951219512195,0.4572380952380953,821.9708609580994,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,zz,adam,8,6,144,40,24,0.5121951219512195,0.3866666666666666,1990.945868730545,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,zz,rmsprop,8,6,144,40,14,0.5121951219512195,0.3866666666666666,1124.87317943573,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,pauli,adam,8,6,144,40,40,0.7804878048780488,0.8266666666666667,3143.811104774475,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,deep,strongly_entangling,pauli,rmsprop,8,6,144,40,22,0.7707317073170732,0.8377142857142859,1725.369756937027,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,z,adam,8,4,96,40,13,0.5121951219512195,0.4572380952380953,454.7777969837189,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,z,rmsprop,8,4,96,40,10,0.5121951219512195,0.4572380952380953,349.5240797996521,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,zz,adam,8,4,96,40,16,0.5121951219512195,0.3866666666666666,599.7188429832458,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,zz,rmsprop,8,4,96,40,16,0.5121951219512195,0.3866666666666666,598.9581508636475,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,pauli,adam,8,4,96,40,40,0.7609756097560976,0.8312380952380952,1453.5902223587036,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,hardware_efficient,pauli,rmsprop,8,4,96,40,26,0.7268292682926829,0.8172380952380952,945.8374695777892,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,z,adam,8,4,96,40,13,0.5121951219512195,0.4572380952380953,661.2714326381683,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,z,rmsprop,8,4,96,40,14,0.5121951219512195,0.4572380952380953,708.5988209247589,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,zz,adam,8,4,96,40,14,0.5121951219512195,0.3866666666666666,744.386102437973,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,zz,rmsprop,8,4,96,40,8,0.5121951219512195,0.3866666666666666,424.7031624317169,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,pauli,adam,8,4,96,40,40,0.6634146341463415,0.7037142857142857,2086.3009610176086,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,strong_entangling,strongly_entangling,pauli,rmsprop,8,4,96,40,22,0.6634146341463415,0.6954285714285714,1147.3078026771543,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,hybrid,hardware_efficient,z,adam,8,4,96,40,22,0.5121951219512195,0.4572380952380953,768.424994468689,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,hybrid,hardware_efficient,z,rmsprop,8,4,96,40,14,0.5121951219512195,0.4572380952380953,490.0993134975433,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,hybrid,hardware_efficient,zz,adam,8,4,96,40,15,0.5121951219512195,0.3866666666666666,562.7309811115265,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,hybrid,hardware_efficient,zz,rmsprop,8,4,96,40,11,0.5121951219512195,0.3866666666666666,411.7795581817627,0.0
002_experiments_heart_dataset,data/002_heart.csv,target,1025.0,13.0,0.1364603185310496,1.0541082164328657,12.0,0.0769230769230768,0.8370701602095516,0.8370701602095516,0.0030857852095516,hybrid,hardware_efficient,pauli,adam,8,4,96,40,40,0.7609756097560976,0.8391428571428571,1454.8960354328156,0.0
