obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.23766e+18,145.2730374,46.96013381,25.44243,20.77028,19.6617,19.08481,18.83176,2821.0,301.0,2.0,30.0,9.39032e+17,1.0,0.6623096,834.0,52316.0,115.0
1.23766e+18,145.8830055,47.30048358,21.73992,21.53095,21.26763,21.36257,21.15861,2821.0,301.0,2.0,33.0,8.22824e+18,0.0,2.07568,7308.0,56709.0,596.0
1.23766e+18,241.4262672,27.22469494,18.88323,17.54229,17.01789,16.75376,16.72259,3927.0,301.0,4.0,94.0,1.56848e+18,1.0,0.03208113,1393.0,52824.0,368.0
1.23766e+18,132.922468,4.521864697,21.2611,20.50495,18.36379,23.17828,17.96264,3015.0,301.0,3.0,126.0,1.33987e+18,1.0,0.2509563,1190.0,52670.0,190.0
1.23766e+18,143.2880176,5.552052211,25.98497,21.31456,19.61107,18.83178,18.27728,3015.0,301.0,3.0,195.0,5.48431e+18,1.0,0.4612782,4871.0,55928.0,170.0
1.23766e+18,140.6000381,5.265757704,25.46577,22.4065,21.43408,20.26256,19.98775,3015.0,301.0,3.0,177.0,5.48319e+18,1.0,0.6110625,4870.0,55923.0,203.0
1.23766e+18,333.3115106,-0.376122967,20.53324,18.84066,18.05369,17.60397,17.2903,4192.0,301.0,3.0,177.0,1.16423e+18,1.0,0.09108476,1034.0,52813.0,184.0
1.23766e+18,337.0934355,-0.31177327,20.15491,18.37295,17.31276,16.82294,16.44342,4192.0,301.0,3.0,203.0,4.23402e+17,1.0,0.1482283,376.0,52143.0,231.0
1.23766e+18,252.7585486,19.49352687,24.36048,20.3777,18.53392,17.84004,17.44505,3927.0,301.0,4.0,180.0,1.76547e+18,1.0,0.3846326,1568.0,53169.0,199.0
1.23766e+18,240.2139089,27.96429085,23.08039,22.02426,20.80525,19.90149,19.37544,3927.0,301.0,4.0,85.0,5.31992e+18,1.0,0.546072,4725.0,55711.0,141.0
1.23767e+18,255.5748935,45.47870292,23.73066,22.82349,21.32414,19.81448,19.28439,5416.0,301.0,5.0,12.0,6.78363e+18,1.0,0.7491816,6025.0,56098.0,313.0
1.23768e+18,20.05255573,11.49788077,21.89214,21.35124,21.18755,20.843,20.7658,7773.0,301.0,2.0,441.0,1.24683e+19,0.0,1.528308,11074.0,58488.0,306.0
1.23767e+18,144.721737,5.846847285,22.88916,21.63309,20.06106,19.13263,18.9481,6574.0,301.0,4.0,198.0,5.48549e+18,1.0,0.5091722,4872.0,55944.0,375.0
1.23768e+18,44.92336027,3.175548751,23.8628,22.7784,20.98458,19.70143,19.24533,7675.0,301.0,6.0,168.0,4.79323e+18,1.0,0.5981273,4257.0,55480.0,987.0
1.23765e+18,136.2630712,3.944003082,24.06677,23.00891,21.0967,20.12869,19.68312,2126.0,301.0,5.0,114.0,4.29779e+18,1.0,0.5215806,3817.0,55277.0,833.0
1.23766e+18,140.5129827,45.40361267,20.71552,18.85877,17.72017,17.24668,16.87722,2777.0,301.0,3.0,225.0,9.37938e+17,1.0,0.1769632,833.0,52314.0,229.0
1.23766e+18,136.4183782,36.15267852,20.66654,22.21825,24.8026,21.43702,22.82647,3530.0,301.0,4.0,138.0,1.15e+19,0.0,0.000308486,10241.0,58157.0,799.0
1.23767e+18,121.6100097,41.92872069,22.42006,21.26692,19.40369,18.74999,18.26678,6573.0,301.0,3.0,245.0,4.28199e+18,1.0,0.349364,3803.0,55513.0,703.0
1.23766e+18,181.6453305,42.27399522,21.20149,19.77107,19.27176,19.04226,18.9441,3893.0,301.0,3.0,158.0,9.43755e+18,0.0,4.83e-05,8382.0,57513.0,919.0
1.23767e+18,146.9257842,14.88003749,25.52618,22.45513,21.82048,20.83807,20.28395,5972.0,301.0,6.0,211.0,1.07941e+19,1.0,0.8072085,9587.0,57784.0,357.0
1.23767e+18,179.698615,33.67319762,23.27982,20.35433,18.79782,18.13757,17.74069,4576.0,301.0,1.0,419.0,5.1805e+18,1.0,0.2701222,4601.0,55589.0,862.0
1.23768e+18,332.0871561,17.41592025,27.0971,22.56329,20.61106,19.698,19.07937,8096.0,301.0,4.0,51.0,5.66227e+18,1.0,0.5719764,5029.0,55750.0,452.0
1.23766e+18,188.0680012,7.561201476,22.26849,21.88272,19.86473,18.81373,18.06582,3841.0,301.0,4.0,155.0,6.08216e+18,1.0,0.5932347,5402.0,55927.0,183.0
1.23767e+18,344.7698884,26.92854864,22.33744,20.02736,19.2826,19.04074,18.90521,6366.0,301.0,4.0,69.0,8.67628e+18,0.0,-9.96e-05,7706.0,57575.0,344.0
1.23768e+18,40.79574267,3.564368114,22.79262,22.29579,22.23841,21.55672,21.01273,7718.0,301.0,2.0,261.0,1.06028e+19,1.0,1.065883,9417.0,58055.0,748.0
1.23767e+18,228.4477283,12.74503193,22.36261,21.7106,21.5963,21.60179,21.12727,5322.0,301.0,3.0,125.0,6.17903e+18,0.0,2.689002,5488.0,56013.0,320.0
1.23768e+18,345.221147,2.593461754,21.90143,21.79169,21.44344,21.25545,21.07686,7712.0,301.0,4.0,231.0,1.27261e+19,0.0,1.289637,11303.0,58428.0,340.0
1.23766e+18,129.6280955,29.05905655,24.91692,21.27143,19.59078,18.90489,18.49419,3606.0,301.0,2.0,37.0,1.42767e+18,1.0,0.3208058,1268.0,52933.0,113.0
1.23766e+18,129.1990205,28.70175406,23.01294,20.46514,18.83662,18.16925,17.73204,3606.0,301.0,2.0,34.0,1.42768e+18,1.0,0.3466544,1268.0,52933.0,144.0
1.23767e+18,168.7266013,27.6809253,21.65936,21.73216,21.61713,21.60229,21.24192,5112.0,301.0,6.0,385.0,1.28e+19,0.0,1.007728,11357.0,58522.0,220.0
1.23766e+18,341.3918991,-0.3176731,22.92673,23.03158,22.75313,21.40591,20.70943,4192.0,301.0,3.0,231.0,1.03662e+19,1.0,0.8201154,9207.0,57667.0,206.0
1.23768e+18,355.1751317,11.84861064,22.7706,22.25927,20.1723,19.13553,18.60195,7773.0,301.0,2.0,279.0,6.93351e+18,1.0,0.5075994,6158.0,56239.0,797.0
1.23768e+18,5.016618104,11.95733598,22.29616,20.17357,18.60767,17.99611,17.59206,7773.0,301.0,2.0,343.0,6.96838e+18,1.0,0.2520262,6189.0,56237.0,668.0
1.23766e+18,117.8254525,28.94828104,21.78552,21.67436,21.9174,20.55012,19.68962,2777.0,301.0,3.0,63.0,1.16e+19,1.0,0.0,10287.0,58101.0,533.0
1.23765e+18,7.295167962,15.2714948,22.72659,22.31748,20.5118,19.45051,18.86085,1904.0,301.0,4.0,198.0,6.97064e+18,1.0,0.5326954,6191.0,56248.0,711.0
1.23766e+18,242.0735629,30.73984433,20.75533,18.52615,17.34166,16.82644,16.42062,3926.0,301.0,4.0,109.0,1.58311e+18,1.0,0.1566293,1406.0,52876.0,328.0
1.23766e+18,238.4858024,33.12477863,25.519,22.20538,20.10958,19.10345,18.64843,3926.0,301.0,4.0,83.0,5.59143e+18,1.0,0.5283154,4966.0,55712.0,767.0
1.23766e+18,246.4388755,27.73664265,24.82672,21.61567,19.70549,18.88857,18.48836,3926.0,301.0,4.0,141.0,5.63526e+18,1.0,0.4425065,5005.0,55751.0,464.0
1.23766e+18,230.2132666,33.3020821,22.83827,19.99337,18.49053,17.86074,17.50969,3927.0,301.0,4.0,17.0,5.31329e+18,1.0,0.272813,4719.0,55736.0,630.0
1.23766e+18,252.6546525,19.73278903,25.19646,21.77507,20.79209,19.86567,19.89753,3927.0,301.0,4.0,179.0,4.7052e+18,1.0,0.5948668,4179.0,55684.0,223.0
1.23766e+18,240.664803,27.58654467,19.1855,18.02785,17.46046,17.14015,16.97431,3927.0,301.0,4.0,89.0,1.56739e+18,1.0,0.08925132,1392.0,52822.0,504.0
1.23766e+18,192.3450646,37.43512023,22.14838,20.87264,19.02323,18.41182,18.33893,4470.0,301.0,4.0,55.0,2.23949e+18,1.0,0.3488444,1989.0,53772.0,255.0
1.23766e+18,241.4373201,27.18005059,25.1444,22.24196,20.59213,19.56918,19.08057,3927.0,301.0,4.0,94.0,5.31896e+18,1.0,0.5246236,4724.0,55742.0,775.0
1.23766e+18,254.3532997,18.29647358,20.64171,18.761,17.38466,16.83926,16.41518,3927.0,301.0,4.0,193.0,1.76433e+18,1.0,0.1709112,1567.0,53172.0,167.0
1.23766e+18,229.6086882,33.50265484,19.6081,18.12493,17.494,17.12954,16.9521,3927.0,301.0,4.0,14.0,1.56064e+18,1.0,0.08400773,1386.0,53116.0,510.0
1.23766e+18,252.4109335,19.75733601,22.08841,19.65585,18.15532,17.59347,17.20853,3927.0,301.0,4.0,177.0,4.70521e+18,1.0,0.2538029,4179.0,55684.0,266.0
1.23766e+18,236.8022966,29.80142598,25.9803,21.89943,20.07695,19.12181,18.63752,3927.0,301.0,4.0,62.0,5.32119e+18,1.0,0.4925865,4726.0,55712.0,687.0
1.23768e+18,338.6601797,20.30826281,22.74328,22.04119,21.13037,19.93169,19.81143,8102.0,301.0,3.0,95.0,6.8895e+18,1.0,0.6866302,6119.0,56181.0,425.0
1.23768e+18,332.7613218,19.25864004,22.11101,19.30047,17.9669,17.3835,16.94589,8102.0,301.0,3.0,57.0,5.65315e+18,1.0,0.2032944,5021.0,55863.0,28.0
1.23766e+18,178.5046159,54.3791571,21.77434,21.65529,21.77547,21.72382,21.66425,2821.0,301.0,2.0,177.0,9.26409e+18,0.0,1.93908,8228.0,57423.0,667.0
1.23766e+18,144.742439,46.96719089,20.87676,20.61914,20.55744,20.54716,20.15146,2821.0,301.0,2.0,28.0,8.23729e+18,0.0,1.040196,7316.0,56710.0,745.0
1.23766e+18,124.2315837,3.643403828,18.75124,17.35669,16.6507,16.25624,16.03383,3015.0,301.0,3.0,67.0,1.33311e+18,1.0,0.08687948,1184.0,52641.0,177.0
1.23768e+18,11.0594434,11.93530448,20.53318,20.37871,20.16658,20.12587,20.13796,7773.0,301.0,2.0,382.0,1.24323e+19,0.0,0.910454,11042.0,58462.0,324.0
1.23768e+18,12.22289416,11.86715114,22.864,20.99637,20.77479,20.60149,20.42078,7773.0,301.0,2.0,390.0,6.98645e+18,0.0,-0.000596928,6205.0,56187.0,882.0
1.23766e+18,338.518632,-0.370661907,24.3689,24.89395,23.60455,22.12098,22.23246,4192.0,301.0,3.0,212.0,1.03776e+19,1.0,0.7347449,9217.0,57934.0,519.0
1.23768e+18,357.1515193,-8.043402272,23.96082,20.7098,19.48951,18.539,17.99627,8100.0,301.0,2.0,301.0,8.04581e+18,1.0,0.512866,7146.0,56573.0,483.0
1.23766e+18,64.87562501,28.13092251,23.78648,22.61023,19.79689,18.18796,17.0124,3557.0,301.0,4.0,47.0,1.84435e+18,0.0,0.000103379,1638.0,52999.0,440.0
1.23766e+18,121.1812474,32.19427429,24.59952,21.29358,19.79466,18.96994,18.36362,2777.0,301.0,3.0,92.0,4.22895e+18,1.0,0.3249989,3756.0,55505.0,267.0
1.23767e+18,343.4616775,24.3003694,22.70525,22.38366,22.10573,22.19179,21.8687,4836.0,301.0,6.0,265.0,8.62102e+18,0.0,1.3983,7657.0,57309.0,10.0
1.23767e+18,136.5016923,0.981632054,25.72517,22.3239,20.83764,19.82272,19.33796,6574.0,301.0,4.0,134.0,4.29991e+18,1.0,0.564565,3819.0,55540.0,368.0
1.23766e+18,184.914328,42.41347853,25.10932,23.02978,21.6433,20.57167,19.76941,3893.0,301.0,3.0,175.0,9.43867e+18,0.0,0.000417114,8383.0,57518.0,912.0
1.23766e+18,187.9734249,42.28881555,23.33354,22.08951,21.85797,22.16238,22.55171,3893.0,301.0,3.0,190.0,9.43979e+18,0.0,2.188856,8384.0,57513.0,886.0
1.23767e+18,131.9277691,11.69047929,23.13947,21.44235,20.37401,19.22886,18.55112,5972.0,301.0,6.0,111.0,5.95288e+18,1.0,0.6977692,5287.0,55952.0,915.0
1.23766e+18,206.4610082,7.427089641,20.16308,19.48441,19.33299,19.2896,19.08112,3841.0,301.0,5.0,276.0,5.47773e+18,0.0,2.369899,4865.0,55713.0,821.0
1.23767e+18,197.5291513,33.15670811,21.25551,21.1894,20.11088,19.40883,19.03537,4576.0,301.0,1.0,518.0,7.30511e+18,1.0,0.521283,6488.0,56364.0,997.0
1.23766e+18,132.8301979,44.72715755,20.49408,20.2065,20.22691,20.19625,19.82982,2825.0,301.0,5.0,187.0,9.32378e+18,0.0,2.156938,8281.0,57042.0,754.0
1.23766e+18,153.4476487,56.05904188,22.21266,20.47113,18.82083,18.18008,17.76504,2243.0,301.0,4.0,223.0,7.97824e+18,1.0,0.3701703,7086.0,56658.0,410.0
1.23767e+18,271.620557,24.81033417,22.25522,20.6308,19.96252,19.69811,19.4611,4828.0,301.0,6.0,149.0,2.47147e+18,0.0,-0.000608137,2195.0,54234.0,442.0
1.23767e+18,160.0565729,23.00492179,20.64593,19.19186,18.71879,18.54982,18.57035,5137.0,301.0,4.0,310.0,3.65921e+18,1.0,0.02476665,3250.0,54883.0,142.0
1.23767e+18,125.5937528,13.47743121,24.80904,24.19171,22.57484,19.67837,17.97654,5137.0,301.0,4.0,83.0,5.07006e+18,0.0,0.000236507,4503.0,55563.0,496.0
1.23766e+18,191.9743154,7.448371765,26.30048,22.7609,20.80001,19.7631,19.23547,3841.0,301.0,4.0,181.0,5.44394e+18,1.0,0.4799453,4835.0,56016.0,785.0
1.23766e+18,173.3195491,35.88475051,24.42061,20.62309,18.91562,18.34712,18.0602,4504.0,301.0,1.0,108.0,5.19611e+18,1.0,0.3306466,4615.0,55618.0,280.0
1.23765e+18,2.170252439,16.11295854,23.59629,22.13309,20.78996,19.82567,19.41473,1739.0,301.0,6.0,316.0,6.95598e+18,1.0,0.4689722,6178.0,56213.0,613.0
1.23767e+18,348.3358147,25.68558112,23.93912,22.92743,21.78178,20.69582,19.83773,4822.0,301.0,3.0,437.0,8.67507e+18,1.0,0.6862542,7705.0,57332.0,35.0
1.23767e+18,42.04851482,32.46601939,21.8015,18.61152,17.18664,16.54847,16.14959,5934.0,301.0,4.0,155.0,3.61419e+18,0.0,3.69e-05,3210.0,54876.0,173.0
1.23766e+18,169.4172365,7.719849854,25.08139,22.03635,21.83119,21.71758,21.24758,3841.0,301.0,5.0,31.0,6.04507e+18,0.0,0.000266039,5369.0,56272.0,422.0
1.23766e+18,243.4989084,4.309791542,21.23949,20.39086,20.35097,20.25421,19.90627,3910.0,301.0,4.0,222.0,5.41246e+18,0.0,2.290692,4807.0,55687.0,940.0
1.23768e+18,44.37408879,3.017933102,25.76758,22.40062,20.49454,19.55738,19.04092,7675.0,301.0,6.0,164.0,4.7932e+18,1.0,0.524215,4257.0,55480.0,889.0
1.23768e+18,20.78260526,-6.876952044,22.40024,22.38897,20.59912,19.78579,19.13067,8067.0,301.0,4.0,107.0,8.06162e+18,1.0,0.5170577,7160.0,56599.0,653.0
1.23765e+18,150.8800311,4.873686683,22.33767,21.74014,20.67626,19.84993,19.52213,2126.0,301.0,5.0,212.0,5.40453e+18,1.0,0.6578612,4800.0,55674.0,775.0
1.23766e+18,132.8208583,30.87319979,23.83978,22.87262,20.98026,19.61335,18.91918,3606.0,301.0,2.0,59.0,5.83781e+18,1.0,0.7165546,5185.0,55978.0,63.0
1.23766e+18,140.5503268,34.90216421,21.66945,19.51412,18.1168,17.60705,17.25109,3606.0,301.0,2.0,110.0,1.43445e+18,1.0,0.2340868,1274.0,52995.0,206.0
1.23766e+18,145.198313,31.36179329,25.01055,25.68188,22.08467,20.87707,19.95657,4518.0,301.0,5.0,121.0,1.28e+19,1.0,0.8152969,11378.0,58437.0,603.0
1.23766e+18,141.9489511,35.6620647,22.83775,22.53633,21.14728,20.04436,19.34116,3606.0,301.0,2.0,119.0,1.15339e+19,1.0,0.625698,10244.0,58225.0,721.0
1.23766e+18,140.6792636,35.04811027,21.29609,19.22355,17.69948,17.08743,16.75041,3606.0,301.0,2.0,111.0,6.54166e+18,1.0,0.2301247,5810.0,56358.0,676.0
1.23768e+18,11.17152657,12.00731689,20.22819,20.18983,19.53547,19.50299,19.35294,7773.0,301.0,2.0,383.0,1.24323e+19,0.0,1.319689,11042.0,58462.0,282.0
1.23768e+18,19.03452108,11.65873797,21.27749,20.74533,20.38233,20.25976,19.89784,7773.0,301.0,2.0,435.0,5.25481e+18,0.0,0.847156,4667.0,55868.0,842.0
1.23766e+18,239.3319454,28.58180886,17.95408,16.60142,15.99984,15.61901,15.42194,3927.0,301.0,4.0,78.0,1.56627e+18,1.0,0.07876735,1391.0,52817.0,505.0
1.23768e+18,8.348878998,11.94139807,24.67206,22.2909,20.96209,19.79067,19.14412,7773.0,301.0,2.0,365.0,6.97521e+18,1.0,0.5262727,6195.0,56220.0,957.0
1.23768e+18,22.74684115,11.34387918,24.91774,20.74357,18.8595,18.18621,17.75864,7773.0,301.0,2.0,459.0,5.25354e+18,1.0,0.3322576,4666.0,55832.0,344.0
1.23766e+18,204.0055161,46.75826518,21.48696,19.95936,19.76283,18.92081,19.5129,3716.0,301.0,5.0,125.0,7.59765e+18,1.0,0.1754265,6748.0,56371.0,271.0
1.23766e+18,9.913195377,-1.112548439,23.19134,22.69088,21.71342,21.21746,21.42393,4263.0,301.0,1.0,182.0,1.05e+19,1.0,0.6868312,9350.0,58081.0,876.0
1.23766e+18,333.1101136,-0.41561229,23.68024,22.93109,22.38346,21.54711,21.80262,4192.0,301.0,3.0,176.0,1.04e+19,1.0,0.912237,9237.0,58022.0,202.0
1.23765e+18,185.3537258,-2.58133748,20.71064,20.22823,19.8522,19.59367,19.34152,1140.0,301.0,3.0,217.0,4.25255e+18,0.0,2.875383,3777.0,55210.0,96.0
1.23765e+18,161.751689,-2.308345565,24.64835,22.00048,21.63793,21.72727,22.06267,1140.0,301.0,3.0,59.0,4.26274e+18,0.0,3.892739,3786.0,55563.0,316.0
1.24e+18,253.5217439,19.05752435,21.94553,21.44538,19.54981,18.87251,18.44153,3927.0,301.0,4.0,186.0,4.70515e+18,1.0,0.3766502,4179.0,55684.0,50.0
1.23768e+18,341.9767943,10.93485171,21.26236,20.68755,20.53071,20.42182,20.13542,7773.0,301.0,2.0,192.0,5.68585e+18,0.0,2.3171,5050.0,56215.0,202.0
1.23766e+18,182.9413692,54.44562608,22.25055,20.72246,20.20829,19.9893,19.95151,2821.0,301.0,2.0,195.0,9.24827e+18,0.0,-0.0001067,8214.0,57867.0,449.0
1.24e+18,332.4965618,19.15757811,25.10085,22.3726,20.71808,19.5564,18.878,8102.0,301.0,3.0,55.0,5.66232e+18,1.0,0.5577476,5029.0,55750.0,623.0
1.23766e+18,343.7625683,-0.296242798,22.65379,22.52258,21.95554,21.85023,21.03508,4192.0,301.0,3.0,247.0,1.03044e+19,0.0,1.166883,9152.0,58041.0,564.0
1.23768e+18,27.9236364,11.04438829,24.70554,22.40585,20.81726,19.85176,19.57173,7773.0,301.0,2.0,493.0,5.24563e+18,1.0,0.4870702,4659.0,55587.0,215.0
1.23767e+18,267.6272771,25.41078112,21.8857,20.22803,19.60719,19.38448,19.24491,4828.0,301.0,4.0,125.0,2.47039e+18,0.0,-0.000198018,2194.0,53904.0,600.0
1.23766e+18,129.669106,39.08014163,22.75972,22.33138,20.81303,19.78445,19.16647,2777.0,301.0,3.0,157.0,4.23793e+18,1.0,0.6659987,3764.0,55514.0,169.0
1.23767e+18,335.5467392,22.4328896,24.52573,24.56507,21.85904,20.6003,19.56432,4880.0,301.0,4.0,55.0,8.53774e+18,1.0,0.6919469,7583.0,56958.0,149.0
1.23767e+18,335.5081821,22.47769393,22.79176,22.59233,21.50218,20.39903,19.68608,4880.0,301.0,4.0,55.0,8.53775e+18,1.0,0.7572532,7583.0,56958.0,193.0
1.23767e+18,159.7712179,22.90220673,18.18608,18.04931,17.75193,17.73256,17.78253,5137.0,301.0,4.0,308.0,7.23519e+18,0.0,1.088803,6426.0,56334.0,562.0
1.23767e+18,161.1843151,23.1394412,19.2641,17.77944,17.10706,16.82521,16.66497,5137.0,301.0,4.0,317.0,3.66041e+18,0.0,-0.000197679,3251.0,54882.0,388.0
1.23765e+18,1.731275974,16.08166307,23.03303,21.09544,19.1943,18.51469,18.01897,1739.0,301.0,6.0,314.0,6.94932e+18,1.0,0.3878387,6172.0,56269.0,979.0
1.23766e+18,339.6094457,-0.401523854,21.71327,19.96071,18.68786,18.17053,17.76778,4192.0,301.0,3.0,220.0,1.16761e+18,1.0,0.1645852,1037.0,52878.0,180.0
1.23766e+18,333.3540846,-0.320424236,20.32781,19.06632,18.47048,18.13985,17.89553,4192.0,301.0,3.0,178.0,1.16423e+18,1.0,0.09479433,1034.0,52813.0,185.0
1.23768e+18,348.9491566,-1.880417751,24.43789,22.70037,21.57567,20.50386,19.82821,8038.0,301.0,5.0,145.0,1.03065e+19,1.0,0.5762115,9154.0,58013.0,207.0
1.23767e+18,155.3825322,24.20731664,19.28256,17.57086,16.79196,16.39657,16.09448,5112.0,301.0,3.0,302.0,2.64152e+18,1.0,0.03836939,2346.0,53734.0,594.0
1.23767e+18,157.9167669,24.75035887,18.6783,18.56849,18.28917,18.21018,17.68076,5112.0,301.0,3.0,318.0,1.17726e+19,0.0,0.3109573,10456.0,58136.0,758.0
1.23765e+18,233.5470394,57.86139907,21.55951,19.98315,18.36173,17.77722,17.37204,1412.0,301.0,3.0,326.0,6.9247e+17,1.0,0.3526742,615.0,52347.0,150.0
1.23765e+18,218.4943595,3.672961844,27.10127,21.44564,19.76561,18.72035,18.13984,2190.0,301.0,2.0,244.0,5.38187e+18,1.0,0.5233803,4780.0,55682.0,259.0
1.23765e+18,219.4043344,3.629358574,22.53234,21.49669,19.64375,18.98023,18.57421,2190.0,301.0,2.0,250.0,5.38081e+18,1.0,0.378709,4779.0,55656.0,486.0
1.23765e+18,8.497824975,15.34199651,23.2733,22.18751,20.6321,19.74818,19.26084,1904.0,301.0,4.0,205.0,6.97071e+18,1.0,0.4870008,6191.0,56248.0,959.0
1.23765e+18,12.27911585,15.17629618,23.66623,21.46025,19.74733,18.76491,18.23895,1904.0,301.0,4.0,230.0,4.71923e+17,1.0,0.4779218,419.0,51879.0,622.0
1.23768e+18,40.12550638,3.504013406,23.04723,22.91427,22.99111,22.17126,21.21337,7718.0,301.0,2.0,256.0,1.06028e+19,1.0,0.9313549,9417.0,58055.0,584.0
1.23766e+18,173.9845106,53.8740478,21.96245,19.88753,18.29062,17.68828,17.34309,2821.0,301.0,2.0,159.0,1.14168e+18,1.0,0.3390239,1014.0,52707.0,51.0
1.23767e+18,171.7118263,20.49908446,18.92981,17.81624,17.39396,17.10856,16.93358,5313.0,301.0,6.0,84.0,2.81261e+18,1.0,0.04427182,2498.0,54169.0,410.0
1.23768e+18,13.18660771,11.75612291,22.87967,21.90276,22.01376,21.87333,21.08294,7773.0,301.0,2.0,396.0,6.98741e+18,0.0,2.370471,6206.0,56245.0,282.0
1.23766e+18,253.2321808,20.18198182,21.94906,19.48184,18.09411,16.86405,16.20561,3927.0,301.0,6.0,180.0,1.76554e+18,0.0,0.000116481,1568.0,53169.0,485.0
1.23765e+18,146.439282,2.237543307,23.64582,22.5292,21.11902,19.68053,19.12656,1907.0,301.0,4.0,159.0,5.34028e+18,1.0,0.6780099,4743.0,55645.0,493.0
1.23765e+18,154.9992571,2.519429043,19.75519,18.16221,17.35794,16.94063,16.70611,1907.0,301.0,4.0,216.0,5.6646e+17,1.0,0.1045373,503.0,51999.0,481.0
